x,y,E_x,E_y,E_z
0,0,-0.0,-0.0,-0.0
0,1,-0.018767348722171378,-0.0,-0.0
0,2,-0.03465861173640124,-0.0,-0.0
0,3,-0.05203044592905867,-0.0,-0.0
0,4,-0.06263539432566052,-0.0,-0.0
0,5,-0.07511650991264375,-0.0,-0.0
0,6,-0.08096426293170847,-0.0,-0.0
0,7,-0.08754398699433073,-0.0,-0.0
0,8,-0.09083902730197424,-0.0,-0.0
0,9,-0.09262321957449483,-0.0,-0.0
0,10,-0.0953089549850955,-0.0,-0.0
0,11,-0.09413900460722174,-0.0,-0.0
0,12,-0.09700374064230151,-0.0,-0.0
0,13,-0.0944749263919273,-0.0,-0.0
0,14,-0.09738840794598935,-0.0,-0.0
0,15,-0.09460508211290723,-0.0,-0.0
0,16,-0.09710382718047351,-0.0,-0.0
0,17,-0.09472694533934857,-0.0,-0.0
0,18,-0.09648946086638528,-0.0,-0.0
0,19,-0.09469813760225664,-0.0,-0.0
0,20,-0.09586367422967114,-0.0,-0.0
0,21,-0.09431812092886198,-0.0,-0.0
0,22,-0.09552370301344569,-0.0,-0.0
0,23,-0.09363205491673965,-0.0,-0.0
0,24,-0.0956012245273453,-0.0,-0.0
0,25,-0.09303550465799748,-0.0,-0.0
0,26,-0.09599807825024755,-0.0,-0.0
0,27,-0.09296926046870568,-0.0,-0.0
0,28,-0.09648448581228769,-0.0,-0.0
0,29,-0.09352041548136732,-0.0,-0.0
0,30,-0.09682151448881564,-0.0,-0.0
0,31,-0.09439216847189723,-0.0,-0.0
0,32,-0.09683627973641422,-0.0,-0.0
0,33,-0.09519242566596692,-0.0,-0.0
0,34,-0.0965087296146311,-0.0,-0.0
0,35,-0.09565815424372019,-0.0,-0.0
0,36,-0.0960045427817569,-0.0,-0.0
0,37,-0.09570473081121757,-0.0,-0.0
0,38,-0.09555110852136951,-0.0,-0.0
0,39,-0.09543232554736066,-0.0,-0.0
0,40,-0.09528348281710403,-0.0,-0.0
0,41,-0.09506257142689724,-0.0,-0.0
0,42,-0.09523216431046172,-0.0,-0.0
0,43,-0.09473668879702914,-0.0,-0.0
0,44,-0.09538568500195362,-0.0,-0.0
0,45,-0.09439344828525408,-0.0,-0.0
0,46,-0.09570469477000414,-0.0,-0.0
0,47,-0.09392558199485573,-0.0,-0.0
0,48,-0.09614221004365554,-0.0,-0.0
0,49,-0.09336806905636282,-0.0,-0.0
0,50,-0.09671546127800085,-0.0,-0.0
0,51,-0.0928537676556729,-0.0,-0.0
0,52,-0.09749520931823963,-0.0,-0.0
0,53,-0.09252964363592707,-0.0,-0.0
0,54,-0.09843493254953913,-0.0,-0.0
0,55,-0.09260376880497828,-0.0,-0.0
0,56,-0.09922203129878283,-0.0,-0.0
0,57,-0.09329553772122647,-0.0,-0.0
0,58,-0.09939899614343502,-0.0,-0.0
0,59,-0.09460455129124133,-0.0,-0.0
0,60,-0.09874622754238478,-0.0,-0.0
0,61,-0.09622021507246227,-0.0,-0.0
0,62,-0.09758279474454362,-0.0,-0.0
0,63,-0.09773724543285667,-0.0,-0.0
0,64,-0.09662135358389261,-0.0,-0.0
0,65,-0.0989100216269565,-0.0,-0.0
0,66,-0.09644405404930882,-0.0,-0.0
0,67,-0.09968576554842001,-0.0,-0.0
0,68,-0.09707451523780423,-0.0,-0.0
0,69,-0.10008447398557929,-0.0,-0.0
0,70,-0.097997366036014,-0.0,-0.0
0,71,-0.10012019858514008,-0.0,-0.0
0,72,-0.0985529197470159,-0.0,-0.0
0,73,-0.09982105944956234,-0.0,-0.0
0,74,-0.09839922759426246,-0.0,-0.0
0,75,-0.09926949018342686,-0.0,-0.0
0,76,-0.09770169125413157,-0.0,-0.0
0,77,-0.09858918308013648,-0.0,-0.0
0,78,-0.09686437275894876,-0.0,-0.0
0,79,-0.09789984382165769,-0.0,-0.0
0,80,-0.0960794814954888,-0.0,-0.0
0,81,-0.09729129827221984,-0.0,-0.0
0,82,-0.09524551469216358,-0.0,-0.0
0,83,-0.09679957805513172,-0.0,-0.0
0,84,-0.094314678823752,-0.0,-0.0
0,85,-0.09635545058690072,-0.0,-0.0
0,86,-0.09349487944026218,-0.0,-0.0
0,87,-0.0956984883552851,-0.0,-0.0
0,88,-0.09285321831483517,-0.0,-0.0
0,89,-0.09415003722751618,-0.0,-0.0
0,90,-0.09146407108568912,-0.0,-0.0
0,91,-0.09013721456151029,-0.0,-0.0
0,92,-0.08668907821931211,-0.0,-0.0
0,93,-0.08083271715594158,-0.0,-0.0
0,94,-0.07449560651943268,-0.0,-0.0
0,95,-0.06290853400172698,-0.0,-0.0
0,96,-0.051589116577416994,-0.0,-0.0
0,97,-0.03495751188972925,-0.0,-0.0
0,98,-0.01859531604637393,-0.0,-0.0
0,99,-0.0,-0.0,-0.0
1,0,-0.0,-0.018767348722171378,-0.0
1,1,-0.017283086960454563,-0.01732930586820062,7.345276462647661e-05
1,2,-0.035380610800752124,-0.016631548603443645,-3.182527308777383e-06
1,3,-0.04832065699034873,-0.013988391294629643,0.00023918600635668835
1,4,-0.06314963768924536,-0.01154303199179254,-6.348816804312846e-05
1,5,-0.07085041772828524,-0.009164434303023973,0.0004209702926390724
1,6,-0.0801569580633242,-0.006213738540843491,-0.0001870023738971341
1,7,-0.08419614662741375,-0.004937382185132885,0.0005481688496895148
1,8,-0.08816765515888796,-0.00253961629008205,-0.0003296068956839815
1,9,-0.09077593412579062,-0.002234963841560633,0.0005450229871922369
1,10,-0.09098352368866447,-0.0007578925163634551,-0.00043828024379425484
1,11,-0.09354453041741163,-0.0008473928286030011,0.0004075923337120424
1,12,-0.09169215162138428,-0.00016796089235277673,-0.0004872390435699536
1,13,-0.09448515109494783,-0.00019233365184392198,0.00020811053965793386
1,14,-0.09185662954446933,-6.507786048996766e-05,-0.00048399531280653857
1,15,-0.0945374739339182,0.0001422903827579189,2.9509702447805264e-05
1,16,-0.09197504779638312,-6.093161322066887e-05,-0.00044903631947044303
1,17,-0.0941093609277418,0.00030718315704411636,-9.073658590089129e-05
1,18,-0.09203938428541951,1.4403868545967424e-05,-0.000389937719822972
1,19,-0.09349355369642931,0.00031289331835707146,-0.00015011349302516963
1,20,-0.0918527909287727,0.0001900083366973282,-0.00029660282028658863
1,21,-0.09300122402658935,0.00016998560811272434,-0.00013675029864714666
1,22,-0.09131427721915408,0.000343033006061165,-0.00016437765220208428
1,23,-0.09286538117530478,-3.8760756949807185e-05,-2.5317956652656792e-05
1,24,-0.09065294497606995,0.0002982751293710839,-1.3257661178434077e-05
1,25,-0.09310605927350447,-0.00019842686145112032,0.00017549662384145487
1,26,-0.09032112943856636,3.312209464589877e-05,0.0001312037856885523
1,27,-0.09354815494850215,-0.0002432037810200724,0.0003905969238726034
1,28,-0.09059064609567073,-0.0002755775063308166,0.00027052262329780447
1,29,-0.09395299519731833,-0.00016851433826397394,0.000516033962045602
1,30,-0.09132237514347281,-0.00043587649526495575,0.0004220974446294337
1,31,-0.09411703754577568,-7.382623799290222e-06,0.00049607355763083
1,32,-0.09214018709688086,-0.00040012859703484477,0.0005734495979805923
1,33,-0.09394393469794853,0.00016377506089156058,0.0003588504534821624
1,34,-0.0927184893071697,-0.00023286428887663718,0.0006714955214895263
1,35,-0.09351188314212867,0.0002520934164371019,0.00017837502951028456
1,36,-0.09290014552221726,-2.328828374868752e-05,0.0006658577093029763
1,37,-0.0930287427795919,0.00022671713019369044,1.3900184886950218e-05
1,38,-0.09270908838441956,0.00013620263192845594,0.000554644046724187
1,39,-0.09267674512264512,0.00013381285213274335,-0.00011089557905118175
1,40,-0.09233445185788229,0.00018487706023170847,0.00039153308345998145
1,41,-0.09252696454490938,2.565925332115304e-05,-0.00018668449348977628
1,42,-0.09198686190318978,0.00016294131493405084,0.0002539271289968281
1,43,-0.09257909666731841,-7.676034574594787e-05,-0.0001965334539525132
1,44,-0.0916955011072203,0.00017162025588753071,0.0001904666725423762
1,45,-0.09280246958741624,-0.00015950488402526053,-0.0001213031104614834
1,46,-0.09133232817384383,0.0002339331451991708,0.00018417101249174755
1,47,-0.09314794156571815,-0.00021875763682570326,3.363245607906212e-05
1,48,-0.09084410790968538,0.0002787564692464592,0.00016825198210092956
1,49,-0.09360479471432764,-0.00028662561717265195,0.00021839016259481148
1,50,-0.09033458133141302,0.00025715070034496024,8.182213600054639e-05
1,51,-0.09424169695961608,-0.00038987402011939065,0.0003521862839018855
1,52,-0.08995075254876517,0.00016206200987291253,-8.689197980740054e-05
1,53,-0.09509751604548604,-0.00046986161564974843,0.0003665313237970688
1,54,-0.08985365235398839,-3.70625845256059e-05,-0.0002930725321249536
1,55,-0.095991857057295,-0.00039354937462185435,0.00024140240190738405
1,56,-0.0902500122866468,-0.0003458844581240919,-0.00045065087938056525
1,57,-0.09650574308670352,-8.84824223260916e-05,8.702783327700636e-06
1,58,-0.09125263175268704,-0.0006545067850074332,-0.000468571524446057
1,59,-0.09626084417813928,0.0003263843005251177,-0.00026566677417753926
1,60,-0.09269672873689005,-0.0008078318906104692,-0.000309300538226788
1,61,-0.09530081599125224,0.0005817163989205801,-0.0005043603297016294
1,62,-0.09421212316849835,-0.0007585151801971987,-3.0227856397530006e-05
1,63,-0.09418031746455037,0.00048072058032550685,-0.0006467137816584326
1,64,-0.09548431043635758,-0.0005863880970499169,0.00024690268703857904
1,65,-0.09359341593137745,8.864976729189289e-05,-0.0006727591874561012
1,66,-0.0963931510022587,-0.000387871960731756,0.00042618149754208856
1,67,-0.09385357732263211,-0.0003152305942477063,-0.0005982219431649727
1,68,-0.0969414818912308,-0.0001993542185796393,0.0004981947280812901
1,69,-0.09468663589683785,-0.0004614253991048825,-0.00044800367083011605
1,70,-0.09714453582825049,-1.7862299780395385e-05,0.0005111678123634888
1,71,-0.09546442124292147,-0.00027777685550094827,-0.0002463347219947426
1,72,-0.09701337953899991,0.00014956956778887365,0.0004996406645964568
1,73,-0.09566070453481408,7.684607637671592e-05,-2.8125655039470954e-05
