phi,x,y
0.0,0,0
0.0,0,1
0.0,0,2
0.0,0,3
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,9
0.0,0,10
0.0,0,11
0.0,0,12
0.0,0,13
0.0,0,14
0.0,0,15
0.0,0,16
0.0,0,17
0.0,0,18
0.0,0,19
0.0,0,20
0.0,0,21
0.0,0,22
0.0,0,23
0.0,0,24
0.0,0,25
0.0,0,26
0.0,0,27
0.0,0,28
0.0,0,29
0.0,0,30
0.0,0,31
0.0,0,32
0.0,0,33
0.0,0,34
0.0,0,35
0.0,0,36
0.0,0,37
0.0,0,38
0.0,0,39
0.0,0,40
0.0,0,41
0.0,0,42
0.0,0,43
0.0,0,44
0.0,0,45
0.0,0,46
0.0,0,47
0.0,0,48
0.0,0,49
0.0,0,50
0.0,0,51
0.0,0,52
0.0,0,53
0.0,0,54
0.0,0,55
0.0,0,56
0.0,0,57
0.0,0,58
0.0,0,59
0.0,0,60
0.0,0,61
0.0,0,62
0.0,0,63
0.0,0,64
0.0,0,65
0.0,0,66
0.0,0,67
0.0,0,68
0.0,0,69
0.0,0,70
0.0,0,71
0.0,0,72
0.0,0,73
0.0,0,74
0.0,0,75
0.0,0,76
0.0,0,77
0.0,0,78
0.0,0,79
0.0,0,80
0.0,0,81
0.0,0,82
0.0,0,83
0.0,0,84
0.0,0,85
0.0,0,86
0.0,0,87
0.0,0,88
0.0,0,89
0.0,0,90
0.0,0,91
0.0,0,92
0.0,0,93
0.0,0,94
0.0,0,95
0.0,0,96
0.0,0,97
0.0,0,98
0.0,0,99
0.0,1,0
8.728184716593649e-05,1,1
0.0001744634023516702,1,2
0.00026149847397440707,1,3
0.0003482319355860172,1,4
0.00043467527199542627,1,5
0.0005206134982752092,1,6
0.0006061235883453552,1,7
0.0006909214981546159,1,8
0.0007751615748137621,1,9
0.0008584775423719545,1,10
0.0009411168223158345,1,11
0.0010226140539263786,1,12
0.001103328912984376,1,13
0.001182676795360798,1,14
0.0012611518736138647,1,15
0.0013380272856347724,1,16
0.0014139565195887196,1,17
0.0014880451021253448,1,18
0.0015611326849372961,1,19
0.0016321300667309212,1,20
0.0017020913415427125,1,21
0.00176970432280389,1,22
0.0018362666184402441,1,23
0.001900214317639667,1,24
0.001963117739958624,1,25
0.0020231327128046174,1,26
0.0020821309083996955,1,27
0.0021379602507514543,1,28
0.0021928211619444433,1,29
0.002244227609797307,1,30
0.0022947342403022097,1,31
0.002341497279369465,1,32
0.0023874484880414513,1,33
0.002429365482286515,1,34
0.002470576817528688,1,35
0.0025074641599341046,1,36
0.002543768739462938,1,37
0.00257546301941455,1,38
0.0026067124495036936,1,39
0.0026330716200233272,1,40
0.0026591369359780562,1,41
0.0026800414518844827,1,42
0.002700814048885044,1,43
0.0027161679355937073,1,44
0.0027315604481944968,1,45
0.0027412922524011492,1,46
0.002751239334035541,1,47
0.002755302904006024,1,48
0.002759761856647971,1,49
0.0027581369027111532,1,50
0.002757088112379791,1,51
0.002749780507903464,1,52
0.002743227653751543,1,53
0.002730269452476692,1,54
0.0027182394742438372,1,55
0.0026996886392214483,1,56
0.0026822314672438467,1,57
0.002658171326784193,1,58
0.0026353593973883504,1,59
0.002605897861238002,1,60
0.0025778254552429178,1,61
0.0025430940370219104,1,62
0.002509876488102455,1,63
0.0024700291863159764,1,64
0.0024318020082548515,1,65
0.002387014097713251,1,66
0.0023439320755084033,1,67
0.0022943988547286984,1,68
0.0022466351355899016,1,69
0.0021925706655231973,1,70
0.002140315874030159,1,71
0.0020819517314022468,1,72
0.0020254131206310804,1,73
0.001962997177296648,1,74
0.0019023978163479705,1,75
0.0018361930458724244,1,76
0.001771771035182804,1,77
0.0017020543402945355,1,78
0.0016340620399877086,1,79
0.0015611230899028352,1,80
0.0014898263432931832,1,81
0.0014139664080429117,1,82
0.0013396437419011082,1,83
0.0012611745112196713,1,84
0.001184116295985688,1,85
0.0011033586724322854,1,86
0.0010238662285774554,1,87
0.0009411490877438599,1,88
0.0008595337283392717,1,89
0.0007751926426825237,1,90
0.0006917746464201749,1,91
0.0006061505730170074,1,92
0.0005212580860678378,1,93
0.0004346960220958805,1,94
0.0003486638910071067,1,95
0.0002615115038087562,1,96
0.00017468004497258469,1,97
8.728628602865628e-05,1,98
0.0,1,99
0.0,2,0
0.0001744634210578424,2,1
0.0003487800252872408,2,2
0.0005226954554028309,2,3
0.0006961732825658122,2,4
0.0008688458361618964,2,5
0.001040798489914069,2,6
0.0012115360002320466,2,7
0.0013812852858113578,2,8
0.0015494011020127834,2,9
0.0017162795622986322,2,10
0.001881095321891811,2,11
0.002044448652412632,2,12
0.0022052970063822226,2,13
0.0023644863345668454,2,14
0.0025207136063881137,2,15
0.0026751176262269087,2,16
0.002826086391001683,2,17
0.0029751033512246017,2,18
0.003120194927382224,2,19
0.00326324447909144,2,20
0.003401861332228943,2,21
0.003538386250315615,2,22
0.0036699543164038146,2,23
