phi,E,r
0.0,0.0,70.71067811865476
0.0,0.0007066727422608668,70.00714249274856
0.0,0.0014104287072055127,69.31089380465383
0.0,0.002113530076625583,68.62215385719105
0.0,0.002807949999878051,67.94115100585212
0.0,0.003501100191090897,67.26812023536856
0.0,0.004180008937652154,66.60330322138685
0.0,0.004857107542514115,65.94694837519019
0.0,0.005514739249012506,65.29931086925804
0.0,0.006170122424010431,64.66065264130884
0.0,0.0068012679839854024,64.03124237432849
0.0,0.007429844952381393,63.41135544995076
0.0,0.00802997531326988,62.80127387243033
0.0,0.008627338738819062,62.20128616033595
0.0,0.009192698889381581,61.61168720299745
0.0,0.009755205258333228,61.032778078668514
0.0,0.010282875471852648,60.4648658313239
0.0,0.01080769337593006,59.90826320300064
0.0,0.011295616109466902,59.36328831862332
0.0,0.011780742101041165,58.83026432033091
0.0,0.012227714799334405,58.309518948453004
0.0,0.012671958163013875,57.8013840664737
0.0,0.013077593947753841,57.30619512757761
0.0,0.013480533188912264,56.824290580701486
0.0,0.013845192917255706,56.356011214421486
0.0,0.014207107922362301,55.90169943749474
0.0,0.014531808285590845,55.46169849544819
0.0,0.014853592908272255,55.036351623268054
0.0,0.01513989605701241,54.62600113499065
0.0,0.015422956308677063,54.230987451824994
0.0,0.015672846914000876,53.85164807134504
0.0,0.015918990003058638,53.48831648126533
0.0,0.01613474570540888,53.14132102234569
0.0,0.016346064918220635,52.81098370604357
0.0,0.01653012582028925,52.49761899362675
0.0,0.01670888573600063,52.20153254455275
0.0,0.016863728026373405,51.92301994298868
0.0,0.017012253886858224,51.66236541235796
0.0,0.017140271918455092,51.419840528729765
0.0,0.017260846219023466,51.19570294468082
0.0,0.017364246496502315,50.99019513592785
0.0,0.017459015104623134,50.80354318352215
0.0,0.017539724742121534,50.635955604688654
0.0,0.01761061416084323,50.48762224545735
0.0,0.017670205529887396,50.35871324805669
0.0,0.017718852353446207,50.24937810560445
0.0,0.017758484908523952,50.15974481593781
0.0,0.01778617810217122,50.08991914547278
0.0,0.017806557785748762,50.039984012787215
0.0,0.017814194169490358,50.00999900019995
0.0,0.017815550373826962,50.0
0.0,0.017803603587358108,50.00999900019995
0.0,0.01778568337943696,50.039984012787215
0.0,0.017754186619882678,50.08991914547278
0.0,0.017716265790093288,50.15974481593781
0.0,0.017664808696527604,50.24937810560445
0.0,0.017605719127748012,50.35871324805669
0.0,0.017533459278691547,50.48762224545735
0.0,0.017451632097026687,50.635955604688654
0.0,0.01735732162859462,50.80354318352215
0.0,0.017250845534886972,50.99019513592785
0.0,0.017132873322246448,51.19570294468082
0.0,0.01699956736445381,51.419840528729765
0.0,0.016856016993800998,51.66236541235796
0.0,0.01669351678639943,51.92301994298868
0.0,0.01652224015236343,52.20153254455275
0.0,0.01632809615971855,52.49761899362675
0.0,0.0161268019491016,52.81098370604357
0.0,0.015898587926244063,53.14132102234569
0.0,0.015664943512016857,53.48831648126533
0.0,0.01540037256219713,53.85164807134504
0.0,0.015132116973625183,54.230987451824994
0.0,0.014829161982876001,54.62600113499065
0.0,0.01452422670116217,55.036351623268054
0.0,0.014181241209632017,55.46169849544819
0.0,0.013837874642076782,55.90169943749474
0.0,0.013453709586578396,56.356011214421486
0.0,0.01307060028392767,56.824290580701486
0.0,0.01264471157774562,57.30619512757761
0.0,0.012221104668469289,57.8013840664737
0.0,0.011753646351502655,58.309518948453004
0.0,0.011289447355201558,58.83026432033091
0.0,0.010781345116246887,59.36328831862332
0.0,0.010277205331976865,59.90826320300064
0.0,0.009730205620901789,60.4648658313239
0.0,0.009187583706448356,61.032778078668514
0.0,0.008604274434899457,61.61168720299745
0.0,0.008025469610924587,62.20128616033595
0.0,0.0074092695713145655,62.80127387243033
0.0,0.006797423076552243,63.41135544995076
0.0,0.006152538641577968,64.03124237432849
0.0,0.005511601573788215,64.66065264130884
0.0,0.004842950891701114,65.29931086925804
0.0,0.004177618303962357,65.94694837519019
0.0,0.003490724970654195,66.60330322138685
0.0,0.0028063379384034924,67.26812023536856
0.0,0.0021071978805167575,67.94115100585212
0.0,0.0014096170801212082,68.62215385719105
0.0,0.0007045439913678009,69.31089380465383
0.0,0.0,70.00714249274856
0.0,0.0007066727422608668,70.00714249274856
0.0007066727422608668,0.0009973244693520266,69.29646455628166
0.0014104287072055127,0.0015758185669049424,68.59300255857006
0.002113530076625583,0.00222191305815259,67.89698078707183
0.002807949999878051,0.002891749743414119,67.20863039818622
0.003501100191090897,0.0035606259350204087,66.52818951391959
0.004180008937652154,0.004233637758306222,65.85590330410783
0.004857107542514115,0.004892906935281829,65.19202405202648
0.005514739249012506,0.005552290368591504,64.53681120105021
0.006170122424010431,0.006191101257748373,63.89053137985315
0.0068012679839854024,0.006828553628024307,63.25345840347388
0.007429844952381393,0.007440290612005034,62.625873247404705
0.00802997531326988,0.00804996577363047,62.00806399170998
0.008627338738819062,0.008629755133214996,61.40032573203501
0.009192698889381581,0.009207127311560722,60.802960454241045
0.009755205258333228,0.009751273355647665,60.21627686929839
0.010282875471852648,0.010292845969620124,59.64059020499378
0.01080769337593006,0.010798665224087697,59.07622195096772
0.011295616109466902,0.011301874377855148,58.52349955359813
0.011780742101041165,0.011767622880537875,57.982756057296896
0.012227714799334405,0.012230783432220515,57.4543296888929
0.012671958163013875,0.01265559646813052,56.938563381947034
0.013077593947753841,0.013077847036016114,56.43580423808985
0.013480533188912264,0.013461667192617025,55.94640292279746
0.013845192917255706,0.013842901268394757,55.47071299343465
0.014207107922362301,0.01418638870206999,55.00909015790027
0.014531808285590845,0.014527169713350385,54.56189146281496
0.014853592908272255,0.014831595394738217,54.12947441089743
0.01513989605701241,0.015133057801574024,53.71219600798314
0.015422956308677063,0.015400183450138981,53.31041174104736
0.015672846914000876,0.015663923710139627,52.92447448959697
0.015918990003058638,0.015895873367978316,52.55473337388365
