phi,x,y
0.0,0,0
0.0,0,1
0.0,0,2
0.0,0,3
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,9
0.0,0,10
0.0,0,11
0.0,0,12
0.0,0,13
0.0,0,14
0.0,0,15
0.0,0,16
0.0,0,17
0.0,0,18
0.0,0,19
0.0,0,20
0.0,0,21
0.0,0,22
0.0,0,23
0.0,0,24
0.0,0,25
0.0,0,26
0.0,0,27
0.0,0,28
0.0,0,29
0.0,0,30
0.0,0,31
0.0,0,32
0.0,0,33
0.0,0,34
0.0,0,35
0.0,0,36
0.0,0,37
0.0,0,38
0.0,0,39
0.0,0,40
0.0,0,41
0.0,0,42
0.0,0,43
0.0,0,44
0.0,0,45
0.0,0,46
0.0,0,47
0.0,0,48
0.0,0,49
0.0,0,50
0.0,0,51
0.0,0,52
0.0,0,53
0.0,0,54
0.0,0,55
0.0,0,56
0.0,0,57
0.0,0,58
0.0,0,59
0.0,0,60
0.0,0,61
0.0,0,62
0.0,0,63
0.0,0,64
0.0,0,65
0.0,0,66
0.0,0,67
0.0,0,68
0.0,0,69
0.0,0,70
0.0,0,71
0.0,0,72
0.0,0,73
0.0,0,74
0.0,0,75
0.0,0,76
0.0,0,77
0.0,0,78
0.0,0,79
0.0,0,80
0.0,0,81
0.0,0,82
0.0,0,83
0.0,0,84
0.0,0,85
0.0,0,86
0.0,0,87
0.0,0,88
0.0,0,89
0.0,0,90
0.0,0,91
0.0,0,92
0.0,0,93
0.0,0,94
0.0,0,95
0.0,0,96
0.0,0,97
0.0,0,98
0.0,0,99
0.0,1,0
0.020135140179621095,1,1
0.038346117833995524,1,2
0.0539015568548438,1,3
0.06647910876307474,1,4
0.07612375978999426,1,5
0.0831469032932267,1,6
0.08800714297210079,1,7
0.09120368681916692,1,8
0.09319887178037799,1,9
0.09437432031043501,1,10
0.09501725500423312,1,11
0.0953288524837913,1,12
0.09544447914726704,1,13
0.0954561534632347,1,14
0.09543036211003562,1,15
0.09541828619222971,1,16
0.09545894868992855,1,17
0.09557771711914158,1,18
0.09578309338912468,1,19
0.09606452096901301,1,20
0.09639337862495541,1,21
0.0967282431256723,1,22
0.09702393896871529,1,23
0.0972423911324873,1,24
0.09736238191731705,1,25
0.09738519286771753,1,26
0.0973339214357094,1,27
0.09724608162689657,1,28
0.09716153247309867,1,29
0.09710981148112875,1,30
0.09710145137628516,1,31
0.097126308556769,1,32
0.09715888498374536,1,33
0.09716758264114772,1,34
0.09712341052953884,1,35
0.0970046092018637,1,36
0.09679646434828759,1,37
0.09648878684152562,1,38
0.09607524374308977,1,39
0.09555754061292371,1,40
0.09495372684906918,1,41
0.09430591639717179,1,42
0.09368122797416072,1,43
0.09316204645525772,1,44
0.09282687372686449,1,45
0.09272840131078149,1,46
0.09287780393539909,1,47
0.09324179120077686,1,48
0.09375286446854288,1,49
0.09432735222012624,1,50
0.09488375101243428,1,51
0.09535617891245281,1,52
0.09570171471837541,1,53
0.09590294905000046,1,54
0.09596719050217738,1,55
0.09592272086388583,1,56
0.0958121131525103,1,57
0.09568356485653089,1,58
0.09558256604005423,1,59
0.0955465842156691,1,60
0.09560410289393324,1,61
0.09577690701410152,1,62
0.09608255262244841,1,63
0.09653400460445583,1,64
0.09713563034383023,1,65
0.09787749022194342,1,66
0.09873106512123582,1,67
0.09964852046165644,1,68
0.10056558716073126,1,69
0.10140697301682211,1,70
0.10209355892016862,1,71
0.10255155604784773,1,72
0.10272385653051708,1,73
0.10258239569462445,1,74
0.10213824426046819,1,75
0.1014449983081979,1,76
0.10059215342561366,1,77
0.09968857391002887,1,78
0.0988404452337072,1,79
0.09813090890823024,1,80
0.097608047648082,1,81
0.09728400704542271,1,82
0.09714293618217155,1,83
0.09715184592529329,1,84
0.09726783696683146,1,85
0.09743704291760909,1,86
0.09758368010580393,1,87
0.09759028543378397,1,88
0.09727184824880637,1,89
0.09634836506426085,1,90
0.0944250363798279,1,91
0.09099698279117713,1,92
0.08549955941777158,1,93
0.07741594227491293,1,94
0.06642721696034949,1,95
0.052558446613579037,1,96
0.03625915316773599,1,97
0.018373632103718604,1,98
0.0,1,99
0.0,2,0
0.038335230714789705,2,1
0.07310362383421683,2,2
0.10290657404814922,2,3
0.1271063872196255,2,4
0.14575601017095557,2,5
0.15941627756607893,2,6
0.1689351765385857,2,7
0.17524712181450994,2,8
0.17922497399366577,2,9
0.18159503945236502,2,10
0.1829093569619387,2,11
0.18355985316699064,2,12
0.18381480277546683,2,13
0.1838593176908617,2,14
0.18382731051878998,2,15
0.18381992097772504,2,16
0.1839116334519314,2,17
0.18414854998604888,2,18
0.18454399066796368,2,19
0.1850761194488214,2,20
0.18569116296625973,2,21
0.18631376366137298,2,22
0.1868633223807151,2,23
0.1872727838303637,2,24
0.1875049669076062,2,25
0.1875615156326832,2,26
0.1874810753709886,2,27
0.18732644788538502,2,28
0.18716442027107147,2,29
0.18704496917052002,2,30
