phi,x,y
0.0,0,0
0.0,0,1
0.0,0,2
0.0,0,3
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,9
0.0,0,10
0.0,0,11
0.0,0,12
0.0,0,13
0.0,0,14
0.0,0,15
0.0,0,16
0.0,0,17
0.0,0,18
0.0,0,19
0.0,0,20
0.0,0,21
0.0,0,22
0.0,0,23
0.0,0,24
0.0,0,25
0.0,0,26
0.0,0,27
0.0,0,28
0.0,0,29
0.0,0,30
0.0,0,31
0.0,0,32
0.0,0,33
0.0,0,34
0.0,0,35
0.0,0,36
0.0,0,37
0.0,0,38
0.0,0,39
0.0,0,40
0.0,0,41
0.0,0,42
0.0,0,43
0.0,0,44
0.0,0,45
0.0,0,46
0.0,0,47
0.0,0,48
0.0,0,49
0.0,0,50
0.0,0,51
0.0,0,52
0.0,0,53
0.0,0,54
0.0,0,55
0.0,0,56
0.0,0,57
0.0,0,58
0.0,0,59
0.0,0,60
0.0,0,61
0.0,0,62
0.0,0,63
0.0,0,64
0.0,0,65
0.0,0,66
0.0,0,67
0.0,0,68
0.0,0,69
0.0,0,70
0.0,0,71
0.0,0,72
0.0,0,73
0.0,0,74
0.0,0,75
0.0,0,76
0.0,0,77
0.0,0,78
0.0,0,79
0.0,0,80
0.0,0,81
0.0,0,82
0.0,0,83
0.0,0,84
0.0,0,85
0.0,0,86
0.0,0,87
0.0,0,88
0.0,0,89
0.0,0,90
0.0,0,91
0.0,0,92
0.0,0,93
0.0,0,94
0.0,0,95
0.0,0,96
0.0,0,97
0.0,0,98
0.0,0,99
0.0,1,0
0.04052717882009281,1,1
0.06991832566858765,1,2
0.10222510770904825,1,3
0.11541279333016803,1,4
0.12962666300966405,1,5
0.13618835742062294,1,6
0.13808607925766586,1,7
0.14361867880849963,1,8
0.14222440068929987,1,9
0.14473930922682807,1,10
0.14591858330041493,1,11
0.1420412688370699,1,12
0.1488027567578861,1,13
0.13856787191474196,1,14
0.14921571255757202,1,15
0.13742363111302602,1,16
0.14674254666308925,1,17
0.13802425613083646,1,18
0.1435234743689328,1,19
0.13814794501739644,1,20
0.1409666629132776,1,21
0.13786970929639722,1,22
0.13853063805059426,1,23
0.13834876907257623,1,24
0.13614100880425345,1,25
0.13962788978013738,1,26
0.13420185385320713,1,27
0.14129391343313072,1,28
0.13281788330543237,1,29
0.1418741016429636,1,30
0.13294027592157012,1,31
0.13966115368477083,1,32
0.13529046903707279,1,33
0.13627785091434802,1,34
0.1372545601778033,1,35
0.1348779654956411,1,36
0.1363856335536699,1,37
0.13530868506812607,1,38
0.1351872132106601,1,39
0.13562900314216034,1,40
0.1365015466944747,1,41
0.13606504580535758,1,42
0.13962308471723683,1,43
0.1371562267114972,1,44
0.14263205895629405,1,45
0.13796953438655365,1,46
0.1439561266933863,1,47
0.13748549581570133,1,48
0.14352201755685684,1,49
0.13576078976908096,1,50
0.14224861902820904,1,51
0.13407914296078075,1,52
0.1413217644899826,1,53
0.13324946007456426,1,54
0.14143530060706366,1,55
0.13350975769219922,1,56
0.14118389403760462,1,57
0.13508583728713658,1,58
0.13968101663339172,1,59
0.1380131880498108,1,60
0.13799162192364184,1,61
0.14166371894282676,1,62
0.13701908199314097,1,63
0.14416016343128896,1,64
0.13827797326435967,1,65
0.14460336385079836,1,66
0.14210661429782154,1,67
0.14389955960752657,1,68
0.14531736407120896,1,69
0.14235433938687314,1,70
0.14592572910747634,1,71
0.13984722501164834,1,72
0.14564984282018958,1,73
0.1370809735126371,1,74
0.14543345446004338,1,75
0.13549408739334878,1,76
0.14449218108740755,1,77
0.13576098758351143,1,78
0.14349433549653323,1,79
0.13683783213075026,1,80
0.14459094429416675,1,81
0.1381259631393703,1,82
0.1483179791944212,1,83
0.13982444142083297,1,84
0.15184977655760296,1,85
0.14127319390754078,1,86
0.15183191050187944,1,87
0.1425115455025632,1,88
0.14817397697326287,1,89
0.14515490601286213,1,90
0.14317604275323292,1,91
0.14831564440465758,1,92
0.13602309224867296,1,93
0.14333283955351386,1,94
0.11762962522555043,1,95
0.11283837184434649,1,96
0.072718664318031,1,97
0.04429004769822232,1,98
0.0,1,99
0.0,2,0
0.06940159105704888,2,1
0.14272173650079914,2,2
0.18070102133119537,2,3
0.22537617613122493,2,4
0.240265954185245,2,5
0.25409585108495936,2,6
0.26399568936205603,2,7
0.26341861881500117,2,8
0.27098317785885856,2,9
0.2700855793350429,2,10
0.2689119561509008,2,11
0.2763930135228961,2,12
0.26215125723353905,2,13
0.2801850397840424,2,14
0.2575987494773772,2,15
0.2784604133656073,2,16
0.25807761365557186,2,17
0.2726232097394152,2,18
0.2595667267976039,2,19
0.2667645322445719,2,20
0.2595067845657549,2,21
0.2617275694578692,2,22
0.2598875105773239,2,23
0.25710683095341297,2,24
0.26185923149253537,2,25
0.25357518357282355,2,26
0.2647008638432432,2,27
0.25099896171429026,2,28
0.2670842804912882,2,29
0.24975911111705304,2,30
