phi,E,r
0.0,0.0,70.71067811865476
0.0,8.728184716593649e-05,70.00714249274856
0.0,0.0001744634023516702,69.31089380465383
0.0,0.00026149847397440707,68.62215385719105
0.0,0.0003482319355860172,67.94115100585212
0.0,0.00043467527199542627,67.26812023536856
0.0,0.0005206134982752092,66.60330322138685
0.0,0.0006061235883453552,65.94694837519019
0.0,0.0006909214981546159,65.29931086925804
0.0,0.0007751615748137621,64.66065264130884
0.0,0.0008584775423719545,64.03124237432849
0.0,0.0009411168223158345,63.41135544995076
0.0,0.0010226140539263786,62.80127387243033
0.0,0.001103328912984376,62.20128616033595
0.0,0.001182676795360798,61.61168720299745
0.0,0.0012611518736138647,61.032778078668514
0.0,0.0013380272856347724,60.4648658313239
0.0,0.0014139565195887196,59.90826320300064
0.0,0.0014880451021253448,59.36328831862332
0.0,0.0015611326849372961,58.83026432033091
0.0,0.0016321300667309212,58.309518948453004
0.0,0.0017020913415427125,57.8013840664737
0.0,0.00176970432280389,57.30619512757761
0.0,0.0018362666184402441,56.824290580701486
0.0,0.001900214317639667,56.356011214421486
0.0,0.001963117739958624,55.90169943749474
0.0,0.0020231327128046174,55.46169849544819
0.0,0.0020821309083996955,55.036351623268054
0.0,0.0021379602507514543,54.62600113499065
0.0,0.0021928211619444433,54.230987451824994
0.0,0.002244227609797307,53.85164807134504
0.0,0.0022947342403022097,53.48831648126533
0.0,0.002341497279369465,53.14132102234569
0.0,0.0023874484880414513,52.81098370604357
0.0,0.002429365482286515,52.49761899362675
0.0,0.002470576817528688,52.20153254455275
0.0,0.0025074641599341046,51.92301994298868
0.0,0.002543768739462938,51.66236541235796
0.0,0.00257546301941455,51.419840528729765
0.0,0.0026067124495036936,51.19570294468082
0.0,0.0026330716200233272,50.99019513592785
0.0,0.0026591369359780562,50.80354318352215
0.0,0.0026800414518844827,50.635955604688654
0.0,0.002700814048885044,50.48762224545735
0.0,0.0027161679355937073,50.35871324805669
0.0,0.0027315604481944968,50.24937810560445
0.0,0.0027412922524011492,50.15974481593781
0.0,0.002751239334035541,50.08991914547278
0.0,0.002755302904006024,50.039984012787215
0.0,0.002759761856647971,50.00999900019995
0.0,0.0027581369027111532,50.0
0.0,0.002757088112379791,50.00999900019995
0.0,0.002749780507903464,50.039984012787215
0.0,0.002743227653751543,50.08991914547278
0.0,0.002730269452476692,50.15974481593781
0.0,0.0027182394742438372,50.24937810560445
0.0,0.0026996886392214483,50.35871324805669
0.0,0.0026822314672438467,50.48762224545735
0.0,0.002658171326784193,50.635955604688654
0.0,0.0026353593973883504,50.80354318352215
0.0,0.002605897861238002,50.99019513592785
0.0,0.0025778254552429178,51.19570294468082
0.0,0.0025430940370219104,51.419840528729765
0.0,0.002509876488102455,51.66236541235796
0.0,0.0024700291863159764,51.92301994298868
0.0,0.0024318020082548515,52.20153254455275
0.0,0.002387014097713251,52.49761899362675
0.0,0.0023439320755084033,52.81098370604357
0.0,0.0022943988547286984,53.14132102234569
0.0,0.0022466351355899016,53.48831648126533
0.0,0.0021925706655231973,53.85164807134504
0.0,0.002140315874030159,54.230987451824994
0.0,0.0020819517314022468,54.62600113499065
0.0,0.0020254131206310804,55.036351623268054
0.0,0.001962997177296648,55.46169849544819
0.0,0.0019023978163479705,55.90169943749474
0.0,0.0018361930458724244,56.356011214421486
0.0,0.001771771035182804,56.824290580701486
0.0,0.0017020543402945355,57.30619512757761
0.0,0.0016340620399877086,57.8013840664737
0.0,0.0015611230899028352,58.309518948453004
0.0,0.0014898263432931832,58.83026432033091
0.0,0.0014139664080429117,59.36328831862332
0.0,0.0013396437419011082,59.90826320300064
0.0,0.0012611745112196713,60.4648658313239
0.0,0.001184116295985688,61.032778078668514
0.0,0.0011033586724322854,61.61168720299745
0.0,0.0010238662285774554,62.20128616033595
0.0,0.0009411490877438599,62.80127387243033
0.0,0.0008595337283392717,63.41135544995076
0.0,0.0007751926426825237,64.03124237432849
0.0,0.0006917746464201749,64.66065264130884
0.0,0.0006061505730170074,65.29931086925804
0.0,0.0005212580860678378,65.94694837519019
0.0,0.0004346960220958805,66.60330322138685
0.0,0.0003486638910071067,67.26812023536856
0.0,0.0002615115038087562,67.94115100585212
0.0,0.00017468004497258469,68.62215385719105
0.0,8.728628602865628e-05,69.31089380465383
0.0,0.0,70.00714249274856
0.0,8.728184716593649e-05,70.00714249274856
8.728184716593649e-05,0.00012336426918518797,69.29646455628166
0.0001744634023516702,0.00019493522509445927,68.59300255857006
0.00026149847397440707,0.00027541156041814774,67.89698078707183
0.0003482319355860172,0.0003586947022203533,67.20863039818622
0.00043467527199542627,0.0004428906971845346,66.52818951391959
0.0005206134982752092,0.0005274126180018265,65.85590330410783
0.0006061235883453552,0.0006117239289560869,65.19202405202648
0.0006909214981546159,0.0006957951088079897,64.53681120105021
0.0007751615748137621,0.0007792174603287126,63.89053137985315
0.0008584775423719545,0.0008621422994455778,63.25345840347388
0.0009411168223158345,0.0009441214550113014,62.625873247404705
0.0010226140539263786,0.001025436985470921,62.00806399170998
0.001103328912984376,0.0011055492052030483,61.40032573203501
0.001182676795360798,0.0011848739423520158,60.802960454241045
0.0012611518736138647,0.0012627482374235135,60.21627686929839
0.0013380272856347724,0.0013397392720152842,59.64059020499378
0.0014139565195887196,0.0014150328287032877,59.07622195096772
0.0014880451021253448,0.0014893709132157446,58.52349955359813
0.0015611326849372961,0.0015617601678349067,57.982756057296896
0.0016321300667309212,0.0016331439305820466,57.4543296888929
0.0017020913415427125,0.001702321215393883,56.938563381947034
0.00176970432280389,0.0017704648557369618,56.43580423808985
0.0018362666184402441,0.0018361373107491905,55.94640292279746
0.001900214317639667,0.001900769781278747,55.47071299343465
0.001963117739958624,0.001962659284401899,55.00909015790027
0.0020231327128046174,0.0020235241689534884,54.56189146281496
0.0020821309083996955,0.0020813677639324167,54.12947441089743
0.0021379602507514543,0.0021382235123017733,53.71219600798314
0.0021928211619444433,0.0021917741020358334,53.31041174104736
0.002244227609797307,0.002244394469901256,52.92447448959697
0.0022947342403022097,0.0022934216670710064,52.55473337388365
0.002341497279369465,0.002341596292757001,52.20153254455275
0.0023874484880414513,0.002385887375587927,51.86520991955976
0.002429365482286515,0.0024294224622983356,51.54609587543949
0.002470576817528688,0.002468783407318338,51.24451190127583
0.0025074641599341046,0.002507502493640747,50.96076922496363
0.002543768739462938,0.0025417590646754987,50.695167422546305
0.00257546301941455,0.002575503867778776,50.44799302251776
0.0026067124495036936,0.0026045027383606676,50.21951811795888
0.0026330716200233272,0.002633134048675293,50.00999900019995
0.0026591369359780562,0.0026567439276813046,49.8196748283246
0.0026800414518844827,0.0026801425244895346,49.64876634922564
0.002700814048885044,0.0026982552453300376,49.49747468305833
0.0027161679355937073,0.0027163227925865938,49.36598018878993
0.0027315604481944968,0.002728854317512015,49.25444142409901
0.0027412922524011492,0.0027415141911552744,49.16299421312742
0.002751239334035541,0.0027484054768734923,49.09175083453431
0.002755302904006024,0.002755603471316702,49.040799340956916
0.002759761856647971,0.0027568211422417475,49.01020301937138
0.0027581369027111532,0.002758526006367416,49.0
0.002757088112379791,0.002754062788622142,49.01020301937138
0.002749780507903464,0.0027502665510093648,49.040799340956916
0.002743227653751543,0.0027401414336572314,49.09175083453431
0.002730269452476692,0.002730859492136722,49.16299421312742
0.0027182394742438372,0.0027151176005067554,49.25444142409901
0.0026996886392214483,0.002700388570340877,49.36598018878993
0.0026822314672438467,0.0026791007570904166,49.49747468305833
0.002658171326784193,0.0026589860921199483,49.64876634922564
0.0026353593973883504,0.002632248271655099,49.8196748283246
0.002605897861238002,0.0026068316904568527,50.00999900019995
0.0025778254552429178,0.0025747639584956443,50.21951811795888
0.0025430940370219104,0.002544150720327895,50.44799302251776
0.002509876488102455,0.002506896310621377,50.695167422546305
0.0024700291863159764,0.0024712123922067124,50.96076922496363
0.0024318020082548515,0.0024289365259180604,51.24451190127583
0.002387014097713251,0.00238832774983555,51.54609587543949
0.0023439320755084033,0.002341216430405316,51.86520991955976
0.0022943988547286984,0.0022958475902618795,52.20153254455275
0.0022466351355899016,0.0022441063895196063,52.55473337388365
0.0021925706655231973,0.002194160408356728,52.92447448959697
0.002140315874030159,0.002138013280721689,53.31041174104736
0.0020819517314022468,0.0020836904300992384,53.71219600798314
0.0020254131206310804,0.0020233785839468494,54.12947441089743
0.001962997177296648,0.0019648957850302152,54.56189146281496
0.0019023978163479705,0.001900676637115214,55.00909015790027
0.0018361930458724244,0.0018382668657095722,55.47071299343465
0.001771771035182804,0.0017704131104105993,55.94640292279746
0.0017020543402945355,0.0017043249408670222,56.43580423808985
0.0016340620399877086,0.0016331237884096331,56.938563381947034
0.0015611230899028352,0.0015636211472334627,57.4543296888929
0.0014898263432931832,0.0014893738393892309,57.982756057296896
0.0014139664080429117,0.0014167361217798896,58.52349955359813
0.0013396437419011082,0.0013397579563803389,59.07622195096772
0.0012611745112196713,0.0012642808464937265,59.64059020499378
0.001184116295985688,0.0011849022287942325,60.21627686929839
0.0011033586724322854,0.0011069000176160014,60.802960454241045
0.0010238662285774554,0.0010254697814560143,61.40032573203501
0.0009411490877438599,0.0009452811828388853,62.00806399170998
0.0008595337283392717,0.0008621754781016923,62.625873247404705
0.0007751926426825237,0.0007801786068678858,63.25345840347388
0.0006917746464201749,0.0006958254142109862,63.89053137985315
0.0006061505730170074,0.0006124808451119463,64.53681120105021
0.0005212580860678378,0.0005274375848038369,65.19202405202648
0.0004346960220958805,0.0004434399347757509,65.85590330410783
0.0003486638910071067,0.00035871261219495973,66.52818951391959
0.0002615115038087562,0.00027575358488832413,67.20863039818622
0.00017468004497258469,0.00019494522669710176,67.89698078707183
8.728628602865628e-05,0.0001235175381881201,68.59300255857006
0.0,8.728628602865628e-05,69.29646455628166
0.0,0.0001744634210578424,69.31089380465383
0.0001744634210578424,0.00019493508594724593,68.59300255857006
0.0003487800252872408,0.00024623733411017215,67.88225099390856
0.0005226954554028309,0.0003134963656960178,67.17886572427373
0.0006961732825658122,0.00038825047965797873,66.48308055437865
0.0008688458361618964,0.000466779424369999,65.79513659838392
