phi,x,y
0.0,0,0
0.0,0,1
0.0,0,2
0.0,0,3
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,9
0.0,0,10
0.0,0,11
0.0,0,12
0.0,0,13
0.0,0,14
0.0,0,15
0.0,0,16
0.0,0,17
0.0,0,18
0.0,0,19
0.0,0,20
0.0,0,21
0.0,0,22
0.0,0,23
0.0,0,24
0.0,0,25
0.0,0,26
0.0,0,27
0.0,0,28
0.0,0,29
0.0,0,30
0.0,0,31
0.0,0,32
0.0,0,33
0.0,0,34
0.0,0,35
0.0,0,36
0.0,0,37
0.0,0,38
0.0,0,39
0.0,0,40
0.0,0,41
0.0,0,42
0.0,0,43
0.0,0,44
0.0,0,45
0.0,0,46
0.0,0,47
0.0,0,48
0.0,0,49
0.0,0,50
0.0,0,51
0.0,0,52
0.0,0,53
0.0,0,54
0.0,0,55
0.0,0,56
0.0,0,57
0.0,0,58
0.0,0,59
0.0,0,60
0.0,0,61
0.0,0,62
0.0,0,63
0.0,0,64
0.0,0,65
0.0,0,66
0.0,0,67
0.0,0,68
0.0,0,69
0.0,0,70
0.0,0,71
0.0,0,72
0.0,0,73
0.0,0,74
0.0,0,75
0.0,0,76
0.0,0,77
0.0,0,78
0.0,0,79
0.0,0,80
0.0,0,81
0.0,0,82
0.0,0,83
0.0,0,84
0.0,0,85
0.0,0,86
0.0,0,87
0.0,0,88
0.0,0,89
0.0,0,90
0.0,0,91
0.0,0,92
0.0,0,93
0.0,0,94
0.0,0,95
0.0,0,96
0.0,0,97
0.0,0,98
0.0,0,99
0.0,1,0
0.0007066727422608668,1,1
0.0014104287072055127,1,2
0.002113530076625583,1,3
0.002807949999878051,1,4
0.003501100191090897,1,5
0.004180008937652154,1,6
0.004857107542514115,1,7
0.005514739249012506,1,8
0.006170122424010431,1,9
0.0068012679839854024,1,10
0.007429844952381393,1,11
0.00802997531326988,1,12
0.008627338738819062,1,13
0.009192698889381581,1,14
0.009755205258333228,1,15
0.010282875471852648,1,16
0.01080769337593006,1,17
0.011295616109466902,1,18
0.011780742101041165,1,19
0.012227714799334405,1,20
0.012671958163013875,1,21
0.013077593947753841,1,22
0.013480533188912264,1,23
0.013845192917255706,1,24
0.014207107922362301,1,25
0.014531808285590845,1,26
0.014853592908272255,1,27
0.01513989605701241,1,28
0.015422956308677063,1,29
0.015672846914000876,1,30
0.015918990003058638,1,31
0.01613474570540888,1,32
0.016346064918220635,1,33
0.01653012582028925,1,34
0.01670888573600063,1,35
0.016863728026373405,1,36
0.017012253886858224,1,37
0.017140271918455092,1,38
0.017260846219023466,1,39
0.017364246496502315,1,40
0.017459015104623134,1,41
0.017539724742121534,1,42
0.01761061416084323,1,43
0.017670205529887396,1,44
0.017718852353446207,1,45
0.017758484908523952,1,46
0.01778617810217122,1,47
0.017806557785748762,1,48
0.017814194169490358,1,49
0.017815550373826962,1,50
0.017803603587358108,1,51
0.01778568337943696,1,52
0.017754186619882678,1,53
0.017716265790093288,1,54
0.017664808696527604,1,55
0.017605719127748012,1,56
0.017533459278691547,1,57
0.017451632097026687,1,58
0.01735732162859462,1,59
0.017250845534886972,1,60
0.017132873322246448,1,61
0.01699956736445381,1,62
0.016856016993800998,1,63
0.01669351678639943,1,64
0.01652224015236343,1,65
0.01632809615971855,1,66
0.0161268019491016,1,67
0.015898587926244063,1,68
0.015664943512016857,1,69
0.01540037256219713,1,70
0.015132116973625183,1,71
0.014829161982876001,1,72
0.01452422670116217,1,73
0.014181241209632017,1,74
0.013837874642076782,1,75
0.013453709586578396,1,76
0.01307060028392767,1,77
0.01264471157774562,1,78
0.012221104668469289,1,79
0.011753646351502655,1,80
0.011289447355201558,1,81
0.010781345116246887,1,82
0.010277205331976865,1,83
0.009730205620901789,1,84
0.009187583706448356,1,85
0.008604274434899457,1,86
0.008025469610924587,1,87
0.0074092695713145655,1,88
0.006797423076552243,1,89
0.006152538641577968,1,90
0.005511601573788215,1,91
0.004842950891701114,1,92
0.004177618303962357,1,93
0.003490724970654195,1,94
0.0028063379384034924,1,95
0.0021071978805167575,1,96
0.0014096170801212082,1,97
0.0007045439913678009,1,98
0.0,1,99
0.0,2,0
0.0014104308106997103,2,1
0.002820207162990178,2,2
0.004218355507823615,2,3
0.005614580396330657,2,4
0.00698782355881157,2,5
0.008357989786646319,2,6
0.009694361231979682,2,7
0.011026681085230873,2,8
0.012315184505996368,2,9
0.013598884633387603,2,10
0.01482976588847845,2,11
0.01605533507110578,2,12
0.017220300295109996,2,13
0.018379680734516596,2,14
0.019472052018100764,2,15
0.020558768156030516,2,16
0.02157357174887803,2,17
0.022582794195785166,2,18
0.02351677989627232,2,19
0.02444532552370744,2,20
0.02529691952656603,2,21
0.02614319192934905,2,22
0.026912388659431557,2,23
0.02767626581891831,2,24
0.02836446698424233,2,25
0.029047144924504317,2,26
0.029656956031573905,2,27
0.03026075848362883,2,28
0.030795754295988024,2,29
